TODO,LOC,TODO/LOC,FILE
1,33,3.03%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/DOM/LiveNodeList.h">Userland/Libraries/LibWeb/DOM/LiveNodeList.h</a>
4,95,4.21%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/DOM/DOMImplementation.cpp">Userland/Libraries/LibWeb/DOM/DOMImplementation.cpp</a>
2,221,0.90%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/DOM/NamedNodeMap.cpp">Userland/Libraries/LibWeb/DOM/NamedNodeMap.cpp</a>
2,134,1.49%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/DOM/MutationObserver.cpp">Userland/Libraries/LibWeb/DOM/MutationObserver.cpp</a>
4,560,0.71%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/DOM/ElementFactory.cpp">Userland/Libraries/LibWeb/DOM/ElementFactory.cpp</a>
3,90,3.33%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/DOM/CharacterData.cpp">Userland/Libraries/LibWeb/DOM/CharacterData.cpp</a>
50,1693,2.95%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/DOM/Element.cpp">Userland/Libraries/LibWeb/DOM/Element.cpp</a>
1,73,1.37%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/LineBox.cpp">Userland/Libraries/LibWeb/Layout/LineBox.cpp</a>
19,1755,1.08%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/GridFormattingContext.cpp">Userland/Libraries/LibWeb/Layout/GridFormattingContext.cpp</a>
14,1580,0.89%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/FlexFormattingContext.cpp">Userland/Libraries/LibWeb/Layout/FlexFormattingContext.cpp</a>
1,32,3.12%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/FrameBox.cpp">Userland/Libraries/LibWeb/Layout/FrameBox.cpp</a>
3,55,5.45%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/SVGSVGBox.cpp">Userland/Libraries/LibWeb/Layout/SVGSVGBox.cpp</a>
9,380,2.37%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/SVGFormattingContext.cpp">Userland/Libraries/LibWeb/Layout/SVGFormattingContext.cpp</a>
20,1419,1.41%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/FormattingContext.cpp">Userland/Libraries/LibWeb/Layout/FormattingContext.cpp</a>
4,820,0.49%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/Node.cpp">Userland/Libraries/LibWeb/Layout/Node.cpp</a>
9,878,1.03%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/BlockFormattingContext.cpp">Userland/Libraries/LibWeb/Layout/BlockFormattingContext.cpp</a>
1,47,2.13%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/VideoBox.cpp">Userland/Libraries/LibWeb/Layout/VideoBox.cpp</a>
8,1370,0.58%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/TableFormattingContext.cpp">Userland/Libraries/LibWeb/Layout/TableFormattingContext.cpp</a>
5,667,0.75%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/TreeBuilder.cpp">Userland/Libraries/LibWeb/Layout/TreeBuilder.cpp</a>
1,77,1.30%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/Box.cpp">Userland/Libraries/LibWeb/Layout/Box.cpp</a>
2,127,1.57%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/FormattingContext.h">Userland/Libraries/LibWeb/Layout/FormattingContext.h</a>
1,247,0.40%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/GridFormattingContext.h">Userland/Libraries/LibWeb/Layout/GridFormattingContext.h</a>
4,365,1.10%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/InlineFormattingContext.cpp">Userland/Libraries/LibWeb/Layout/InlineFormattingContext.cpp</a>
2,286,0.70%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/InlineLevelIterator.cpp">Userland/Libraries/LibWeb/Layout/InlineLevelIterator.cpp</a>
1,64,1.56%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/ImageBox.cpp">Userland/Libraries/LibWeb/Layout/ImageBox.cpp</a>
5,472,1.06%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/LayoutState.cpp">Userland/Libraries/LibWeb/Layout/LayoutState.cpp</a>
2,427,0.47%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/TextNode.cpp">Userland/Libraries/LibWeb/Layout/TextNode.cpp</a>
5,288,1.74%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Layout/LineBuilder.cpp">Userland/Libraries/LibWeb/Layout/LineBuilder.cpp</a>
3,83,3.61%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Loader/GeneratedPagesLoader.cpp">Userland/Libraries/LibWeb/Loader/GeneratedPagesLoader.cpp</a>
4,452,0.88%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Loader/ResourceLoader.cpp">Userland/Libraries/LibWeb/Loader/ResourceLoader.cpp</a>
3,156,1.92%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/Loader/Resource.cpp">Userland/Libraries/LibWeb/Loader/Resource.cpp</a>
2,64,3.12%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/MixedContent/AbstractOperations.cpp">Userland/Libraries/LibWeb/MixedContent/AbstractOperations.cpp</a>
1,48,2.08%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/SecureContexts/AbstractOperations.cpp">Userland/Libraries/LibWeb/SecureContexts/AbstractOperations.cpp</a>
3,60,5.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/PermissionsPolicy/AutoplayAllowlist.cpp">Userland/Libraries/LibWeb/PermissionsPolicy/AutoplayAllowlist.cpp</a>
20,200,10.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/WebIDL/OverloadResolution.cpp">Userland/Libraries/LibWeb/WebIDL/OverloadResolution.cpp</a>
2,155,1.29%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/WebIDL/Promise.cpp">Userland/Libraries/LibWeb/WebIDL/Promise.cpp</a>
7,208,3.37%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/WebIDL/AbstractOperations.cpp">Userland/Libraries/LibWeb/WebIDL/AbstractOperations.cpp</a>
1,110,0.91%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/WebIDL/DOMException.h">Userland/Libraries/LibWeb/WebIDL/DOMException.h</a>
1,106,0.94%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/WebIDL/ExceptionOr.h">Userland/Libraries/LibWeb/WebIDL/ExceptionOr.h</a>
6,39,15.38%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/CrossOrigin/Reporting.cpp">Userland/Libraries/LibWeb/HTML/CrossOrigin/Reporting.cpp</a>
1,164,0.61%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/CrossOrigin/AbstractOperations.cpp">Userland/Libraries/LibWeb/HTML/CrossOrigin/AbstractOperations.cpp</a>
3,235,1.28%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/CustomElements/CustomElementRegistry.cpp">Userland/Libraries/LibWeb/HTML/CustomElements/CustomElementRegistry.cpp</a>
3,82,3.66%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Scripting/ClassicScript.cpp">Userland/Libraries/LibWeb/HTML/Scripting/ClassicScript.cpp</a>
1,50,2.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Scripting/ExceptionReporter.cpp">Userland/Libraries/LibWeb/HTML/Scripting/ExceptionReporter.cpp</a>
6,98,6.12%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Scripting/ModuleScript.cpp">Userland/Libraries/LibWeb/HTML/Scripting/ModuleScript.cpp</a>
28,515,5.44%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Scripting/Fetching.cpp">Userland/Libraries/LibWeb/HTML/Scripting/Fetching.cpp</a>
1,92,1.09%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Scripting/Environments.h">Userland/Libraries/LibWeb/HTML/Scripting/Environments.h</a>
3,72,4.17%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Scripting/WindowEnvironmentSettingsObject.cpp">Userland/Libraries/LibWeb/HTML/Scripting/WindowEnvironmentSettingsObject.cpp</a>
9,299,3.01%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Scripting/Environments.cpp">Userland/Libraries/LibWeb/HTML/Scripting/Environments.cpp</a>
4,53,7.55%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Scripting/WorkerEnvironmentSettingsObject.cpp">Userland/Libraries/LibWeb/HTML/Scripting/WorkerEnvironmentSettingsObject.cpp</a>
4,114,3.51%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Scripting/ImportMap.cpp">Userland/Libraries/LibWeb/HTML/Scripting/ImportMap.cpp</a>
1,45,2.22%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Scripting/ImportMapParseResult.cpp">Userland/Libraries/LibWeb/HTML/Scripting/ImportMapParseResult.cpp</a>
2,50,4.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Canvas/CanvasState.cpp">Userland/Libraries/LibWeb/HTML/Canvas/CanvasState.cpp</a>
1,252,0.40%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Canvas/CanvasPath.cpp">Userland/Libraries/LibWeb/HTML/Canvas/CanvasPath.cpp</a>
1,85,1.18%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Canvas/CanvasState.h">Userland/Libraries/LibWeb/HTML/Canvas/CanvasState.h</a>
2,57,3.51%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Canvas/CanvasTextDrawingStyles.h">Userland/Libraries/LibWeb/HTML/Canvas/CanvasTextDrawingStyles.h</a>
6,93,6.45%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Canvas/CanvasFillStrokeStyles.h">Userland/Libraries/LibWeb/HTML/Canvas/CanvasFillStrokeStyles.h</a>
46,3150,1.46%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Parser/HTMLParser.cpp">Userland/Libraries/LibWeb/HTML/Parser/HTMLParser.cpp</a>
1,75,1.33%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Parser/ListOfActiveFormattingElements.cpp">Userland/Libraries/LibWeb/HTML/Parser/ListOfActiveFormattingElements.cpp</a>
6,250,2.40%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Parser/HTMLEncodingDetection.cpp">Userland/Libraries/LibWeb/HTML/Parser/HTMLEncodingDetection.cpp</a>
8,2639,0.30%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Parser/HTMLTokenizer.cpp">Userland/Libraries/LibWeb/HTML/Parser/HTMLTokenizer.cpp</a>
1,2270,0.04%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Parser/Entities.cpp">Userland/Libraries/LibWeb/HTML/Parser/Entities.cpp</a>
37,304,12.17%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/EventLoop/EventLoop.cpp">Userland/Libraries/LibWeb/HTML/EventLoop/EventLoop.cpp</a>
1,192,0.52%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/SyntaxHighlighter/SyntaxHighlighter.cpp">Userland/Libraries/LibWeb/HTML/SyntaxHighlighter/SyntaxHighlighter.cpp</a>
2,77,2.60%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLMetaElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLMetaElement.cpp</a>
6,80,7.50%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Worker.cpp">Userland/Libraries/LibWeb/HTML/Worker.cpp</a>
5,147,3.40%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/History.cpp">Userland/Libraries/LibWeb/HTML/History.cpp</a>
1,126,0.79%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLTableCellElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLTableCellElement.cpp</a>
9,283,3.18%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/MessagePort.cpp">Userland/Libraries/LibWeb/HTML/MessagePort.cpp</a>
39,1005,3.88%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Window.cpp">Userland/Libraries/LibWeb/HTML/Window.cpp</a>
1,90,1.11%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/WorkerLocation.cpp">Userland/Libraries/LibWeb/HTML/WorkerLocation.cpp</a>
2,65,3.08%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/SessionHistoryEntry.h">Userland/Libraries/LibWeb/HTML/SessionHistoryEntry.h</a>
5,329,1.52%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLTableElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLTableElement.cpp</a>
5,80,6.25%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/ImageBitmap.cpp">Userland/Libraries/LibWeb/HTML/ImageBitmap.cpp</a>
1,17,5.88%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/NavigatorLanguage.h">Userland/Libraries/LibWeb/HTML/NavigatorLanguage.h</a>
2,120,1.67%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/EventNames.h">Userland/Libraries/LibWeb/HTML/EventNames.h</a>
15,123,12.20%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLDialogElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLDialogElement.cpp</a>
89,990,8.99%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLMediaElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLMediaElement.cpp</a>
8,290,2.76%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/BrowsingContext.cpp">Userland/Libraries/LibWeb/HTML/BrowsingContext.cpp</a>
24,497,4.83%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/WindowOrWorkerGlobalScope.cpp">Userland/Libraries/LibWeb/HTML/WindowOrWorkerGlobalScope.cpp</a>
1,57,1.75%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Numbers.cpp">Userland/Libraries/LibWeb/HTML/Numbers.cpp</a>
1,155,0.65%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLVideoElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLVideoElement.cpp</a>
3,127,2.36%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Storage.cpp">Userland/Libraries/LibWeb/HTML/Storage.cpp</a>
1,18,5.56%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/POSTResource.h">Userland/Libraries/LibWeb/HTML/POSTResource.h</a>
4,171,2.34%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/SharedResourceRequest.cpp">Userland/Libraries/LibWeb/HTML/SharedResourceRequest.cpp</a>
26,636,4.09%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/TraversableNavigable.cpp">Userland/Libraries/LibWeb/HTML/TraversableNavigable.cpp</a>
15,431,3.48%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLElement.cpp</a>
21,1626,1.29%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLInputElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLInputElement.cpp</a>
2,39,5.13%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/ErrorEvent.h">Userland/Libraries/LibWeb/HTML/ErrorEvent.h</a>
1,24,4.17%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/NavigatorID.cpp">Userland/Libraries/LibWeb/HTML/NavigatorID.cpp</a>
1,25,4.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLLIElement.h">Userland/Libraries/LibWeb/HTML/HTMLLIElement.h</a>
1,25,4.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLOListElement.h">Userland/Libraries/LibWeb/HTML/HTMLOListElement.h</a>
17,266,6.39%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/SourceSet.cpp">Userland/Libraries/LibWeb/HTML/SourceSet.cpp</a>
2,308,0.65%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Location.cpp">Userland/Libraries/LibWeb/HTML/Location.cpp</a>
1,43,2.33%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/MessageEvent.h">Userland/Libraries/LibWeb/HTML/MessageEvent.h</a>
2,96,2.08%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLSlotElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLSlotElement.cpp</a>
12,723,1.66%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Navigation.cpp">Userland/Libraries/LibWeb/HTML/Navigation.cpp</a>
5,94,5.32%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Origin.h">Userland/Libraries/LibWeb/HTML/Origin.h</a>
5,238,2.10%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLCanvasElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLCanvasElement.cpp</a>
1,127,0.79%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Navigation.h">Userland/Libraries/LibWeb/HTML/Navigation.h</a>
1,263,0.38%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLHyperlinkElementUtils.cpp">Userland/Libraries/LibWeb/HTML/HTMLHyperlinkElementUtils.cpp</a>
1,45,2.22%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLSummaryElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLSummaryElement.cpp</a>
2,123,1.63%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLOptionElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLOptionElement.cpp</a>
2,68,2.94%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLBaseElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLBaseElement.cpp</a>
24,462,5.19%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/CanvasRenderingContext2D.cpp">Userland/Libraries/LibWeb/HTML/CanvasRenderingContext2D.cpp</a>
2,48,4.17%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/NavigationParams.h">Userland/Libraries/LibWeb/HTML/NavigationParams.h</a>
15,374,4.01%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLScriptElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLScriptElement.cpp</a>
23,371,6.20%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLLinkElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLLinkElement.cpp</a>
1,12,8.33%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/NavigatorOnLine.h">Userland/Libraries/LibWeb/HTML/NavigatorOnLine.h</a>
3,36,8.33%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLSourceElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLSourceElement.cpp</a>
6,164,3.66%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/NavigateEvent.cpp">Userland/Libraries/LibWeb/HTML/NavigateEvent.cpp</a>
2,83,2.41%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLLinkElement.h">Userland/Libraries/LibWeb/HTML/HTMLLinkElement.h</a>
9,118,7.63%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLIFrameElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLIFrameElement.cpp</a>
16,160,10.00%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Focus.cpp">Userland/Libraries/LibWeb/HTML/Focus.cpp</a>
2,105,1.90%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLAnchorElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLAnchorElement.cpp</a>
14,263,5.32%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLObjectElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLObjectElement.cpp</a>
2,73,2.74%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLButtonElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLButtonElement.cpp</a>
1,54,1.85%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/CanvasGradient.cpp">Userland/Libraries/LibWeb/HTML/CanvasGradient.cpp</a>
5,53,9.43%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/DOMParser.cpp">Userland/Libraries/LibWeb/HTML/DOMParser.cpp</a>
3,33,9.09%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/TimeRanges.cpp">Userland/Libraries/LibWeb/HTML/TimeRanges.cpp</a>
1,135,0.74%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/DOMStringMap.cpp">Userland/Libraries/LibWeb/HTML/DOMStringMap.cpp</a>
2,267,0.75%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/EventSource.cpp">Userland/Libraries/LibWeb/HTML/EventSource.cpp</a>
1,30,3.33%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/NavigationType.h">Userland/Libraries/LibWeb/HTML/NavigationType.h</a>
2,197,1.02%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/NavigableContainer.cpp">Userland/Libraries/LibWeb/HTML/NavigableContainer.cpp</a>
1,79,1.27%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Navigator.cpp">Userland/Libraries/LibWeb/HTML/Navigator.cpp</a>
2,167,1.20%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Dates.cpp">Userland/Libraries/LibWeb/HTML/Dates.cpp</a>
2,89,2.25%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/AudioTrack.cpp">Userland/Libraries/LibWeb/HTML/AudioTrack.cpp</a>
2,45,4.44%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/ImageBitmap.h">Userland/Libraries/LibWeb/HTML/ImageBitmap.h</a>
1,35,2.86%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/TrackEvent.cpp">Userland/Libraries/LibWeb/HTML/TrackEvent.cpp</a>
1,83,1.20%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/WorkerGlobalScope.h">Userland/Libraries/LibWeb/HTML/WorkerGlobalScope.h</a>
10,428,2.34%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLSelectElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLSelectElement.cpp</a>
30,646,4.64%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/HTMLImageElement.cpp">Userland/Libraries/LibWeb/HTML/HTMLImageElement.cpp</a>
78,1158,6.74%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/Navigable.cpp">Userland/Libraries/LibWeb/HTML/Navigable.cpp</a>
16,93,17.20%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/ImageRequest.cpp">Userland/Libraries/LibWeb/HTML/ImageRequest.cpp</a>
3,89,3.37%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/CanvasPattern.cpp">Userland/Libraries/LibWeb/HTML/CanvasPattern.cpp</a>
1,106,0.94%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/WorkerGlobalScope.cpp">Userland/Libraries/LibWeb/HTML/WorkerGlobalScope.cpp</a>
2,94,2.13%,<a href="https://github.com/SerenityOS/serenity/blob/master/Userland/Libraries/LibWeb/HTML/TraversableNavigable.h">Userland/Libraries/LibWeb/HTML/TraversableNavigable.h</a>
